slice_file_name,fsID,start,end,salience,fold,classID,class
155219-2-0-25.wav,155219,12.5,16.5,2,2,2,children_playing
155219-2-0-26.wav,155219,13,17,2,2,2,children_playing
155219-2-0-51.wav,155219,25.5,29.5,2,2,2,children_playing
155219-2-0-57.wav,155219,28.5,32.5,2,2,2,children_playing
155227-9-0-2.wav,155227,1,5,1,3,9,street_music
155227-9-0-20.wav,155227,10,14,1,3,9,street_music
155227-9-0-23.wav,155227,11.5,15.5,1,3,9,street_music
155227-9-0-24.wav,155227,12,16,1,3,9,street_music
155227-9-0-27.wav,155227,13.5,17.5,1,3,9,street_music
155227-9-0-3.wav,155227,1.5,5.5,1,3,9,street_music
155234-1-0-0.wav,155234,101.72,103.83,2,2,1,car_horn
155238-2-0-17.wav,155238,8.5,12.5,2,7,2,children_playing
155238-2-0-3.wav,155238,1.5,5.5,2,7,2,children_playing
155238-2-0-31.wav,155238,15.5,19.5,2,7,2,children_playing
155238-2-0-36.wav,155238,18,22,2,7,2,children_playing
155238-2-0-47.wav,155238,23.5,27.5,2,7,2,children_playing
155238-2-0-67.wav,155238,33.5,37.5,2,7,2,children_playing
155238-2-0-75.wav,155238,37.5,41.5,2,7,2,children_playing
155238-2-0-97.wav,155238,48.5,52.5,2,7,2,children_playing
155241-9-0-50.wav,155241,46.29,50.29,1,10,9,street_music
155241-9-0-56.wav,155241,49.29,53.29,1,10,9,street_music
155241-9-0-69.wav,155241,55.79,59.79,1,10,9,street_music
155241-9-0-79.wav,155241,60.79,64.79,1,10,9,street_music
155241-9-0-8.wav,155241,25.29,29.29,1,10,9,street_music
155241-9-0-88.wav,155241,65.29,69.29,1,10,9,street_music
155242-9-0-12.wav,155242,38.21,42.21,2,9,9,street_music
155242-9-0-15.wav,155242,39.71,43.71,2,9,9,street_music
155242-9-0-27.wav,155242,45.71,49.71,2,9,9,street_music
155242-9-0-35.wav,155242,49.71,53.71,2,9,9,street_music
155242-9-0-4.wav,155242,34.21,38.21,2,9,9,street_music
155242-9-0-44.wav,155242,54.21,58.21,2,9,9,street_music
155243-9-0-18.wav,155243,9,13,2,5,9,street_music
155243-9-0-24.wav,155243,12,16,2,5,9,street_music
155243-9-0-32.wav,155243,16,20,2,5,9,street_music
155243-9-0-42.wav,155243,21,25,2,5,9,street_music
155243-9-0-53.wav,155243,26.5,30.5,2,5,9,street_music
155243-9-0-55.wav,155243,27.5,31.5,2,5,9,street_music
155262-2-0-101.wav,155262,50.5,54.5,2,10,2,children_playing
155262-2-0-11.wav,155262,5.5,9.5,2,10,2,children_playing
155262-2-0-15.wav,155262,7.5,11.5,2,10,2,children_playing
155262-2-0-2.wav,155262,1,5,2,10,2,children_playing
155262-2-0-21.wav,155262,10.5,14.5,2,10,2,children_playing
155262-2-0-48.wav,155262,24,28,2,10,2,children_playing
155262-2-0-58.wav,155262,29,33,2,10,2,children_playing
155262-2-0-63.wav,155262,31.5,35.5,2,10,2,children_playing
155263-2-0-12.wav,155263,6,10,2,3,2,children_playing
155263-2-0-22.wav,155263,11,15,2,3,2,children_playing
155263-2-0-23.wav,155263,11.5,15.5,2,3,2,children_playing
155263-2-0-34.wav,155263,17,21,2,3,2,children_playing
155263-2-0-43.wav,155263,21.5,25.5,2,3,2,children_playing
155263-2-0-50.wav,155263,25,29,2,3,2,children_playing
155263-2-0-57.wav,155263,28.5,32.5,2,3,2,children_playing
155263-2-0-61.wav,155263,30.5,34.5,2,3,2,children_playing
155280-2-0-10.wav,155280,7.11,11.11,2,10,2,children_playing
155280-2-0-11.wav,155280,7.61,11.61,2,10,2,children_playing
155280-2-0-13.wav,155280,8.61,12.61,2,10,2,children_playing
155280-2-0-15.wav,155280,9.61,13.61,2,10,2,children_playing
155280-2-0-3.wav,155280,3.61,7.61,2,10,2,children_playing
155280-2-0-5.wav,155280,4.61,8.61,2,10,2,children_playing
155280-2-0-6.wav,155280,5.11,9.11,2,10,2,children_playing
155280-2-0-7.wav,155280,5.61,9.61,2,10,2,children_playing
155283-1-0-0.wav,155283,95.46,96.06,2,8,1,car_horn
155283-1-1-0.wav,155283,401.37,402.01,2,8,1,car_horn
155294-3-0-0.wav,155294,0,2.68,2,8,3,dog_bark
155299-3-0-1.wav,155299,0.5,4.5,2,7,3,dog_bark
155299-3-1-0.wav,155299,8.53,12.53,2,7,3,dog_bark
155299-3-1-1.wav,155299,9.03,13.03,2,7,3,dog_bark
155299-3-1-2.wav,155299,9.53,13.53,2,7,3,dog_bark
155309-3-0-0.wav,155309,0,1.22,1,3,3,dog_bark
155310-3-0-0.wav,155310,0,2.77,1,1,3,dog_bark
155311-3-0-0.wav,155311,0,3.69,1,10,3,dog_bark
155312-3-0-0.wav,155312,0,4,1,9,3,dog_bark
155313-3-0-0.wav,155313,2.25,3.02,1,8,3,dog_bark
155314-3-0-1.wav,155314,0.5,4.5,1,7,3,dog_bark
155314-3-0-2.wav,155314,1,5,1,7,3,dog_bark
155314-3-0-5.wav,155314,2.5,6.5,1,7,3,dog_bark
155315-3-0-0.wav,155315,0,4,1,7,3,dog_bark
155317-3-0-0.wav,155317,3.03,7.03,1,6,3,dog_bark
155320-3-0-0.wav,155320,0.08,1.22,1,4,3,dog_bark
15544-5-0-0.wav,15544,29.27,33.27,1,10,5,engine_idling
15544-5-0-1.wav,15544,29.77,33.77,1,10,5,engine_idling
15544-5-0-10.wav,15544,34.27,38.27,1,10,5,engine_idling
15544-5-0-11.wav,15544,34.77,38.77,1,10,5,engine_idling
15544-5-0-12.wav,15544,35.27,39.27,1,10,5,engine_idling
15544-5-0-13.wav,15544,35.77,39.77,1,10,5,engine_idling
15544-5-0-14.wav,15544,36.27,40.27,1,10,5,engine_idling
15544-5-0-15.wav,15544,36.77,40.77,1,10,5,engine_idling
15544-5-0-16.wav,15544,37.27,41.27,1,10,5,engine_idling
15544-5-0-17.wav,15544,37.77,41.77,1,10,5,engine_idling
15544-5-0-18.wav,15544,38.27,42.27,1,10,5,engine_idling
15544-5-0-19.wav,15544,38.77,42.77,1,10,5,engine_idling
15544-5-0-2.wav,15544,30.27,34.27,1,10,5,engine_idling
15544-5-0-3.wav,15544,30.77,34.77,1,10,5,engine_idling
15544-5-0-4.wav,15544,31.27,35.27,1,10,5,engine_idling
15544-5-0-5.wav,15544,31.77,35.77,1,10,5,engine_idling
15544-5-0-6.wav,15544,32.27,36.27,1,10,5,engine_idling
15544-5-0-7.wav,15544,32.77,36.77,1,10,5,engine_idling
15544-5-0-8.wav,15544,33.27,37.27,1,10,5,engine_idling
15544-5-0-9.wav,15544,33.77,37.77,1,10,5,engine_idling
155488-3-0-6.wav,155488,34.47,38.47,2,6,3,dog_bark
155488-3-2-0.wav,155488,99.27,103.27,2,6,3,dog_bark
155488-3-3-0.wav,155488,147.42,151.42,2,6,3,dog_bark
155488-3-3-1.wav,155488,147.92,151.92,2,6,3,dog_bark
15564-2-0-0.wav,15564,0,4,1,1,2,children_playing
15564-2-0-1.wav,15564,0.5,4.5,1,1,2,children_playing
15564-2-0-2.wav,15564,1,5,1,1,2,children_playing
156091-1-0-0.wav,156091,1.18,2.92,2,7,1,car_horn
156194-1-0-0.wav,156194,0,0.25,2,1,1,car_horn
156200-2-0-0.wav,156200,0,2.44,1,9,2,children_playing
156358-5-0-0.wav,156358,5.55,9.55,1,8,5,engine_idling
156358-5-0-1.wav,156358,6.05,10.05,1,8,5,engine_idling
156358-5-0-2.wav,156358,6.55,10.55,1,8,5,engine_idling
156358-5-0-3.wav,156358,7.05,11.05,1,8,5,engine_idling
156358-5-0-4.wav,156358,7.55,11.55,1,8,5,engine_idling
156358-5-0-5.wav,156358,8.05,12.05,1,8,5,engine_idling
156358-5-0-6.wav,156358,8.55,12.55,1,8,5,engine_idling
156362-4-0-0.wav,156362,111.41,115.41,2,4,4,drilling
156362-4-0-1.wav,156362,111.91,115.91,2,4,4,drilling
156362-4-0-2.wav,156362,112.41,116.41,2,4,4,drilling
156362-4-0-3.wav,156362,112.91,116.91,2,4,4,drilling
156362-4-1-0.wav,156362,124.56,126.56,2,4,4,drilling
156362-4-2-0.wav,156362,132.54,136.54,2,4,4,drilling
156362-4-2-1.wav,156362,133.04,137.04,2,4,4,drilling
156362-4-3-0.wav,156362,309.12,313.12,2,4,4,drilling
156362-4-3-1.wav,156362,309.62,313.62,2,4,4,drilling
156362-4-3-2.wav,156362,310.12,314.12,2,4,4,drilling
156362-4-3-3.wav,156362,310.62,314.62,2,4,4,drilling
156362-4-3-4.wav,156362,311.12,315.12,2,4,4,drilling
156362-4-3-5.wav,156362,311.62,315.62,2,4,4,drilling
156362-4-3-6.wav,156362,312.12,316.12,2,4,4,drilling
156362-4-3-7.wav,156362,312.62,316.62,2,4,4,drilling
156362-4-3-8.wav,156362,313.12,317.12,2,4,4,drilling
156418-3-0-0.wav,156418,0,4,1,3,3,dog_bark
156418-3-0-1.wav,156418,0.5,4.5,1,3,3,dog_bark
156418-3-1-0.wav,156418,8.43,12.43,1,3,3,dog_bark
156418-3-2-0.wav,156418,15.85,16.86,1,3,3,dog_bark
156634-5-0-0.wav,156634,0,4,1,5,5,engine_idling
156634-5-0-1.wav,156634,0.5,4.5,1,5,5,engine_idling
156634-5-0-10.wav,156634,5,9,1,5,5,engine_idling
156634-5-0-11.wav,156634,5.5,9.5,1,5,5,engine_idling
156634-5-0-12.wav,156634,6,10,1,5,5,engine_idling
156634-5-0-2.wav,156634,1,5,1,5,5,engine_idling
156634-5-0-3.wav,156634,1.5,5.5,1,5,5,engine_idling
156634-5-0-4.wav,156634,2,6,1,5,5,engine_idling
156634-5-0-5.wav,156634,2.5,6.5,1,5,5,engine_idling
156634-5-0-6.wav,156634,3,7,1,5,5,engine_idling
156634-5-0-7.wav,156634,3.5,7.5,1,5,5,engine_idling
156634-5-0-8.wav,156634,4,8,1,5,5,engine_idling
156634-5-0-9.wav,156634,4.5,8.5,1,5,5,engine_idling
156634-5-1-0.wav,156634,32.47,36.47,1,5,5,engine_idling
156634-5-2-0.wav,156634,43,47,1,5,5,engine_idling
156634-5-2-1.wav,156634,43.5,47.5,1,5,5,engine_idling
156634-5-2-2.wav,156634,44,48,1,5,5,engine_idling
156634-5-2-3.wav,156634,44.5,48.5,1,5,5,engine_idling
156634-5-2-4.wav,156634,45,49,1,5,5,engine_idling
156634-5-2-5.wav,156634,45.5,49.5,1,5,5,engine_idling
156634-5-2-6.wav,156634,46,50,1,5,5,engine_idling
156634-5-2-7.wav,156634,46.5,50.5,1,5,5,engine_idling
156634-5-2-8.wav,156634,47,51,1,5,5,engine_idling
156868-8-0-0.wav,156868,0.3,1.04,1,4,8,siren
156868-8-1-0.wav,156868,2.09,3.02,1,4,8,siren
156868-8-2-0.wav,156868,3.4,4,1,4,8,siren
156868-8-3-0.wav,156868,4.99,5.58,1,4,8,siren
156868-8-4-0.wav,156868,6.91,7.5,1,4,8,siren
156869-8-0-0.wav,156869,4.65,8.65,1,5,8,siren
156869-8-0-1.wav,156869,5.15,9.15,1,5,8,siren
156869-8-0-10.wav,156869,9.65,13.65,1,5,8,siren
156869-8-0-11.wav,156869,10.15,14.15,1,5,8,siren
156869-8-0-2.wav,156869,5.65,9.65,1,5,8,siren
156869-8-0-3.wav,156869,6.15,10.15,1,5,8,siren
156869-8-0-4.wav,156869,6.65,10.65,1,5,8,siren
156869-8-0-5.wav,156869,7.15,11.15,1,5,8,siren
156869-8-0-6.wav,156869,7.65,11.65,1,5,8,siren
156869-8-0-7.wav,156869,8.15,12.15,1,5,8,siren
156869-8-0-8.wav,156869,8.65,12.65,1,5,8,siren
156869-8-0-9.wav,156869,9.15,13.15,1,5,8,siren
156893-7-0-0.wav,156893,0.95,2.2,2,2,7,jackhammer
156893-7-1-0.wav,156893,3.77,4.99,2,2,7,jackhammer
156893-7-10-0.wav,156893,30.79,31.35,2,2,7,jackhammer
156893-7-11-0.wav,156893,32.72,35.53,2,2,7,jackhammer
156893-7-2-0.wav,156893,5.72,6.83,2,2,7,jackhammer
156893-7-3-0.wav,156893,7.81,9.34,2,2,7,jackhammer
156893-7-4-0.wav,156893,10.74,11.8,2,2,7,jackhammer
156893-7-5-0.wav,156893,13.75,15.51,2,2,7,jackhammer
156893-7-6-0.wav,156893,16.79,18.07,2,2,7,jackhammer
156893-7-7-0.wav,156893,20.19,22.76,2,2,7,jackhammer
156893-7-8-0.wav,156893,25.38,26.44,2,2,7,jackhammer
156893-7-9-0.wav,156893,29.17,30.35,2,2,7,jackhammer
156897-6-0-0.wav,156897,1.25,4.69,1,4,6,gun_shot
157207-6-0-0.wav,157207,0.17,3.09,1,10,6,gun_shot
157207-6-1-0.wav,157207,3.38,6.58,1,10,6,gun_shot
157207-6-10-0.wav,157207,18.83,20.8,1,10,6,gun_shot
157207-6-2-0.wav,157207,8.34,9.5,1,10,6,gun_shot
157207-6-3-0.wav,157207,9.5,10.4,1,10,6,gun_shot
157207-6-4-0.wav,157207,10.4,11.35,1,10,6,gun_shot
157207-6-5-0.wav,157207,11.35,13.42,1,10,6,gun_shot
157207-6-6-0.wav,157207,13.42,14.69,1,10,6,gun_shot
157207-6-7-0.wav,157207,14.69,15.7,1,10,6,gun_shot
157207-6-8-0.wav,157207,15.7,16.74,1,10,6,gun_shot
157207-6-9-0.wav,157207,16.74,18.83,1,10,6,gun_shot
157322-3-0-3.wav,157322,1.5,5.5,1,6,3,dog_bark
157322-3-0-4.wav,157322,2,6,1,6,3,dog_bark
157322-3-0-5.wav,157322,2.5,6.5,1,6,3,dog_bark
157322-3-0-6.wav,157322,3,7,1,6,3,dog_bark
157648-8-0-0.wav,157648,18.8,22.8,2,5,8,siren
157649-3-0-0.wav,157649,0.31,4.31,2,8,3,dog_bark
157649-3-0-1.wav,157649,0.81,4.81,2,8,3,dog_bark
157649-3-1-1.wav,157649,14.71,18.71,2,8,3,dog_bark
157649-3-2-0.wav,157649,23.84,27.84,2,8,3,dog_bark
157695-3-0-19.wav,157695,9.5,13.5,1,4,3,dog_bark
157695-3-0-2.wav,157695,1,5,1,4,3,dog_bark
157695-3-0-27.wav,157695,13.5,17.5,1,4,3,dog_bark
157695-3-0-8.wav,157695,4,8,1,4,3,dog_bark
157799-6-0-0.wav,157799,0,2.27,1,4,6,gun_shot
157800-6-0-0.wav,157800,0,1.15,1,10,6,gun_shot
157801-6-0-0.wav,157801,0,2.53,1,9,6,gun_shot
157866-8-0-0.wav,157866,0,4,1,9,8,siren
157866-8-0-1.wav,157866,0.5,4.5,1,9,8,siren
157866-8-0-10.wav,157866,5,9,1,9,8,siren
157866-8-0-11.wav,157866,5.5,9.5,1,9,8,siren
157866-8-0-12.wav,157866,6,10,1,9,8,siren
157866-8-0-13.wav,157866,6.5,10.5,1,9,8,siren
157866-8-0-14.wav,157866,7,11,1,9,8,siren
157866-8-0-15.wav,157866,7.5,11.5,1,9,8,siren
157866-8-0-16.wav,157866,8,12,1,9,8,siren
157866-8-0-17.wav,157866,8.5,12.5,1,9,8,siren
157866-8-0-18.wav,157866,9,13,1,9,8,siren
157866-8-0-19.wav,157866,9.5,13.5,1,9,8,siren
157866-8-0-2.wav,157866,1,5,1,9,8,siren
157866-8-0-20.wav,157866,10,14,1,9,8,siren
157866-8-0-21.wav,157866,10.5,14.5,1,9,8,siren
157866-8-0-22.wav,157866,11,15,1,9,8,siren
157866-8-0-23.wav,157866,11.5,15.5,1,9,8,siren
157866-8-0-24.wav,157866,12,16,1,9,8,siren
157866-8-0-25.wav,157866,12.5,16.5,1,9,8,siren
157866-8-0-26.wav,157866,13,17,1,9,8,siren
157866-8-0-27.wav,157866,13.5,17.5,1,9,8,siren
157866-8-0-3.wav,157866,1.5,5.5,1,9,8,siren
157866-8-0-4.wav,157866,2,6,1,9,8,siren
157866-8-0-5.wav,157866,2.5,6.5,1,9,8,siren
157866-8-0-6.wav,157866,3,7,1,9,8,siren
157866-8-0-7.wav,157866,3.5,7.5,1,9,8,siren
157866-8-0-8.wav,157866,4,8,1,9,8,siren
157866-8-0-9.wav,157866,4.5,8.5,1,9,8,siren
157867-8-0-0.wav,157867,0,4,1,1,8,siren
157867-8-0-1.wav,157867,0.5,4.5,1,1,8,siren
157867-8-0-10.wav,157867,5,9,1,1,8,siren
157867-8-0-11.wav,157867,5.5,9.5,1,1,8,siren
157867-8-0-12.wav,157867,6,10,1,1,8,siren
157867-8-0-13.wav,157867,6.5,10.5,1,1,8,siren
157867-8-0-14.wav,157867,7,11,1,1,8,siren
157867-8-0-15.wav,157867,7.5,11.5,1,1,8,siren
157867-8-0-16.wav,157867,8,12,1,1,8,siren
157867-8-0-17.wav,157867,8.5,12.5,1,1,8,siren
157867-8-0-18.wav,157867,9,13,1,1,8,siren
157867-8-0-19.wav,157867,9.5,13.5,1,1,8,siren
157867-8-0-2.wav,157867,1,5,1,1,8,siren
157867-8-0-20.wav,157867,10,14,1,1,8,siren
157867-8-0-21.wav,157867,10.5,14.5,1,1,8,siren
157867-8-0-22.wav,157867,11,15,1,1,8,siren
157867-8-0-23.wav,157867,11.5,15.5,1,1,8,siren
157867-8-0-24.wav,157867,12,16,1,1,8,siren
157867-8-0-25.wav,157867,12.5,16.5,1,1,8,siren
157867-8-0-26.wav,157867,13,17,1,1,8,siren
157867-8-0-27.wav,157867,13.5,17.5,1,1,8,siren
157867-8-0-28.wav,157867,14,18,1,1,8,siren
157867-8-0-3.wav,157867,1.5,5.5,1,1,8,siren
157867-8-0-4.wav,157867,2,6,1,1,8,siren
157867-8-0-5.wav,157867,2.5,6.5,1,1,8,siren
157867-8-0-6.wav,157867,3,7,1,1,8,siren
157867-8-0-7.wav,157867,3.5,7.5,1,1,8,siren
157867-8-0-8.wav,157867,4,8,1,1,8,siren
157867-8-0-9.wav,157867,4.5,8.5,1,1,8,siren
157868-8-0-0.wav,157868,0,4,1,8,8,siren
157868-8-0-1.wav,157868,0.5,4.5,1,8,8,siren
157868-8-0-10.wav,157868,5,9,1,8,8,siren
157868-8-0-11.wav,157868,5.5,9.5,1,8,8,siren
157868-8-0-12.wav,157868,6,10,1,8,8,siren
157868-8-0-13.wav,157868,6.5,10.5,1,8,8,siren
157868-8-0-14.wav,157868,7,11,1,8,8,siren
157868-8-0-15.wav,157868,7.5,11.5,1,8,8,siren
157868-8-0-16.wav,157868,8,12,1,8,8,siren
157868-8-0-17.wav,157868,8.5,12.5,1,8,8,siren
157868-8-0-18.wav,157868,9,13,1,8,8,siren
157868-8-0-19.wav,157868,9.5,13.5,1,8,8,siren
157868-8-0-2.wav,157868,1,5,1,8,8,siren
157868-8-0-20.wav,157868,10,14,1,8,8,siren
157868-8-0-21.wav,157868,10.5,14.5,1,8,8,siren
157868-8-0-22.wav,157868,11,15,1,8,8,siren
157868-8-0-23.wav,157868,11.5,15.5,1,8,8,siren
157868-8-0-24.wav,157868,12,16,1,8,8,siren
157868-8-0-25.wav,157868,12.5,16.5,1,8,8,siren
157868-8-0-26.wav,157868,13,17,1,8,8,siren
157868-8-0-27.wav,157868,13.5,17.5,1,8,8,siren
157868-8-0-3.wav,157868,1.5,5.5,1,8,8,siren
157868-8-0-4.wav,157868,2,6,1,8,8,siren
157868-8-0-5.wav,157868,2.5,6.5,1,8,8,siren
157868-8-0-6.wav,157868,3,7,1,8,8,siren
157868-8-0-7.wav,157868,3.5,7.5,1,8,8,siren
157868-8-0-8.wav,157868,4,8,1,8,8,siren
157868-8-0-9.wav,157868,4.5,8.5,1,8,8,siren
157940-9-0-0.wav,157940,0,4,1,7,9,street_music
157940-9-0-2.wav,157940,1,5,1,7,9,street_music
157940-9-0-3.wav,157940,1.5,5.5,1,7,9,street_music
157940-9-0-4.wav,157940,2,6,1,7,9,street_music
157940-9-0-5.wav,157940,2.5,6.5,1,7,9,street_music
157940-9-0-6.wav,157940,3,7,1,7,9,street_music
157950-3-0-0.wav,157950,0,1.41,1,7,3,dog_bark
158593-2-0-0.wav,158593,7.32,11.32,2,7,2,children_playing
158593-2-0-31.wav,158593,22.82,26.82,2,7,2,children_playing
158593-2-0-43.wav,158593,28.82,32.82,2,7,2,children_playing
158593-2-0-47.wav,158593,30.82,34.82,2,7,2,children_playing
158593-2-0-52.wav,158593,33.32,37.32,2,7,2,children_playing
158593-2-0-54.wav,158593,34.32,38.32,2,7,2,children_playing
158593-2-0-8.wav,158593,11.32,15.32,2,7,2,children_playing
158597-2-0-16.wav,158597,9.17,13.17,2,2,2,children_playing
158597-2-0-2.wav,158597,2.17,6.17,2,2,2,children_playing
158597-2-0-3.wav,158597,2.67,6.67,2,2,2,children_playing
158597-2-0-30.wav,158597,16.17,20.17,2,2,2,children_playing
158597-2-0-33.wav,158597,17.67,21.67,2,2,2,children_playing
158597-2-0-41.wav,158597,21.67,25.67,2,2,2,children_playing
158597-2-0-57.wav,158597,29.67,33.67,2,2,2,children_playing
158597-2-0-85.wav,158597,43.67,47.67,2,2,2,children_playing
158607-3-0-0.wav,158607,0.12,1.13,2,2,3,dog_bark
158607-3-1-0.wav,158607,5.84,8.21,1,2,3,dog_bark
158607-3-2-0.wav,158607,11.17,13.21,1,2,3,dog_bark
158608-8-0-0.wav,158608,7.31,11.31,2,4,8,siren
158608-8-0-1.wav,158608,7.81,11.81,2,4,8,siren
158608-8-0-10.wav,158608,12.31,16.31,2,4,8,siren
158608-8-0-2.wav,158608,8.31,12.31,2,4,8,siren
158608-8-0-3.wav,158608,8.81,12.81,2,4,8,siren
158608-8-0-4.wav,158608,9.31,13.31,2,4,8,siren
158608-8-0-5.wav,158608,9.81,13.81,2,4,8,siren
158608-8-0-6.wav,158608,10.31,14.31,2,4,8,siren
158608-8-0-7.wav,158608,10.81,14.81,2,4,8,siren
158608-8-0-8.wav,158608,11.31,15.31,2,4,8,siren
158608-8-0-9.wav,158608,11.81,15.81,2,4,8,siren
158977-6-0-0.wav,158977,0,1.89,1,4,6,gun_shot
158978-6-0-0.wav,158978,0,1.74,1,7,6,gun_shot
158979-6-0-0.wav,158979,0.16,2.51,1,6,6,gun_shot
159176-3-0-0.wav,159176,0,1.18,1,4,3,dog_bark
159439-2-0-0.wav,159439,0,4,1,5,2,children_playing
159439-2-0-10.wav,159439,5,9,1,5,2,children_playing
159439-2-0-11.wav,159439,5.5,9.5,1,5,2,children_playing
159439-2-0-19.wav,159439,9.5,13.5,1,5,2,children_playing
159439-2-0-21.wav,159439,10.5,14.5,1,5,2,children_playing
159439-2-0-29.wav,159439,14.5,18.5,1,5,2,children_playing
159439-2-0-30.wav,159439,15,19,1,5,2,children_playing
159701-6-0-0.wav,159701,0.08,1.98,1,5,6,gun_shot
159701-6-1-0.wav,159701,1.98,4.02,1,5,6,gun_shot
159701-6-2-0.wav,159701,4.02,5.58,1,5,6,gun_shot
159701-6-3-0.wav,159701,5.58,7.34,1,5,6,gun_shot
159701-6-4-0.wav,159701,7.34,9.65,1,5,6,gun_shot
159701-6-5-0.wav,159701,9.65,12.09,1,5,6,gun_shot
159701-6-6-0.wav,159701,12.09,14.11,1,5,6,gun_shot
159702-6-0-0.wav,159702,0,0.6,1,6,6,gun_shot
159702-6-1-0.wav,159702,0.6,1.17,1,6,6,gun_shot
159702-6-2-0.wav,159702,1.17,1.77,1,6,6,gun_shot
159702-6-3-0.wav,159702,1.77,2.41,1,6,6,gun_shot
159702-6-4-0.wav,159702,2.41,3,1,6,6,gun_shot
159702-6-5-0.wav,159702,3,3.62,1,6,6,gun_shot
159702-6-6-0.wav,159702,3.62,5.71,1,6,6,gun_shot
159703-6-0-0.wav,159703,0,1.87,1,5,6,gun_shot
159704-6-0-0.wav,159704,0.13,2.1,1,6,6,gun_shot
159705-6-0-0.wav,159705,0.07,1.39,1,7,6,gun_shot
159706-6-0-0.wav,159706,0.2,1.83,1,8,6,gun_shot
159707-6-0-0.wav,159707,0,2.13,1,9,6,gun_shot
159708-6-0-0.wav,159708,0,0.34,1,7,6,gun_shot
159708-6-1-0.wav,159708,0.34,0.63,1,7,6,gun_shot
159708-6-2-0.wav,159708,0.63,0.91,1,7,6,gun_shot
159708-6-3-0.wav,159708,0.91,1.21,1,7,6,gun_shot
159708-6-4-0.wav,159708,1.21,1.52,1,7,6,gun_shot
159708-6-5-0.wav,159708,1.52,1.82,1,7,6,gun_shot
159708-6-6-0.wav,159708,1.82,2.45,1,7,6,gun_shot
159709-6-0-0.wav,159709,0,1.92,1,10,6,gun_shot
159710-6-0-0.wav,159710,0.03,1.2,1,2,6,gun_shot
159726-3-0-0.wav,159726,1.24,2.32,2,9,3,dog_bark
159726-3-1-0.wav,159726,2.61,4.47,2,9,3,dog_bark
159735-2-0-11.wav,159735,5.5,9.5,1,9,2,children_playing
159735-2-0-121.wav,159735,60.5,64.5,1,9,2,children_playing
159735-2-0-17.wav,159735,8.5,12.5,1,9,2,children_playing
159735-2-0-22.wav,159735,11,15,1,9,2,children_playing
159735-2-0-34.wav,159735,17,21,1,9,2,children_playing
159735-2-0-80.wav,159735,40,44,1,9,2,children_playing
159735-2-0-9.wav,159735,4.5,8.5,1,9,2,children_playing
159735-2-0-99.wav,159735,49.5,53.5,1,9,2,children_playing
159738-8-0-0.wav,159738,0.75,4.75,2,1,8,siren
159738-8-0-1.wav,159738,1.25,5.25,2,1,8,siren
159738-8-0-10.wav,159738,5.75,9.75,2,1,8,siren
159738-8-0-11.wav,159738,6.25,10.25,2,1,8,siren
159738-8-0-12.wav,159738,6.75,10.75,2,1,8,siren
159738-8-0-13.wav,159738,7.25,11.25,2,1,8,siren
159738-8-0-14.wav,159738,7.75,11.75,2,1,8,siren
159738-8-0-15.wav,159738,8.25,12.25,2,1,8,siren
159738-8-0-16.wav,159738,8.75,12.75,2,1,8,siren
159738-8-0-17.wav,159738,9.25,13.25,2,1,8,siren
159738-8-0-18.wav,159738,9.75,13.75,2,1,8,siren
159738-8-0-19.wav,159738,10.25,14.25,2,1,8,siren
159738-8-0-2.wav,159738,1.75,5.75,2,1,8,siren
159738-8-0-3.wav,159738,2.25,6.25,2,1,8,siren
159738-8-0-4.wav,159738,2.75,6.75,2,1,8,siren
159738-8-0-5.wav,159738,3.25,7.25,2,1,8,siren
159738-8-0-6.wav,159738,3.75,7.75,2,1,8,siren
159738-8-0-7.wav,159738,4.25,8.25,2,1,8,siren
159738-8-0-8.wav,159738,4.75,8.75,2,1,8,siren
159738-8-0-9.wav,159738,5.25,9.25,2,1,8,siren
159742-8-0-0.wav,159742,0.13,4.13,2,10,8,siren
159742-8-0-1.wav,159742,0.63,4.63,2,10,8,siren
159742-8-0-10.wav,159742,5.13,9.13,2,10,8,siren
159742-8-0-11.wav,159742,5.63,9.63,2,10,8,siren
159742-8-0-12.wav,159742,6.13,10.13,2,10,8,siren
159742-8-0-13.wav,159742,6.63,10.63,2,10,8,siren
159742-8-0-14.wav,159742,7.13,11.13,2,10,8,siren
159742-8-0-2.wav,159742,1.13,5.13,2,10,8,siren
159742-8-0-3.wav,159742,1.63,5.63,2,10,8,siren
159742-8-0-4.wav,159742,2.13,6.13,2,10,8,siren
159742-8-0-5.wav,159742,2.63,6.63,2,10,8,siren
159742-8-0-6.wav,159742,3.13,7.13,2,10,8,siren
159742-8-0-7.wav,159742,3.63,7.63,2,10,8,siren
159742-8-0-8.wav,159742,4.13,8.13,2,10,8,siren
159742-8-0-9.wav,159742,4.63,8.63,2,10,8,siren
159743-8-0-0.wav,159743,1.31,5.31,1,2,8,siren
159744-8-0-0.wav,159744,0,4,2,9,8,siren
159744-8-0-1.wav,159744,0.5,4.5,2,9,8,siren
159744-8-0-10.wav,159744,5,9,2,9,8,siren
159744-8-0-11.wav,159744,5.5,9.5,2,9,8,siren
159744-8-0-12.wav,159744,6,10,2,9,8,siren
159744-8-0-13.wav,159744,6.5,10.5,2,9,8,siren
159744-8-0-2.wav,159744,1,5,2,9,8,siren
